,selling_price,km_driven,fuel,seller_type,transmission,owner,car_model,Age
3342,375000,150000,Diesel,Individual,Manual,First Owner,Renault Duster,11
3343,470000,109052,Diesel,Dealer,Manual,First Owner,Hyundai Verna,11
3344,550000,90658,Diesel,Dealer,Manual,First Owner,Maruti Ciaz,8
3345,500000,110000,Diesel,Individual,Manual,Second Owner,Honda Amaze,9
3346,210000,25000,Petrol,Individual,Manual,First Owner,Datsun GO,8
3352,245000,75000,Diesel,Dealer,Automatic,First Owner,Hyundai Verna,14
3353,700000,25552,Petrol,Dealer,Manual,Second Owner,others,6
3354,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
3355,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai Xcent,6
3356,635000,25000,Petrol,Dealer,Automatic,First Owner,Hyundai Elite,6
3357,325000,40700,Petrol,Individual,Manual,First Owner,Honda City,11
3358,1150000,65500,Diesel,Dealer,Automatic,First Owner,Mahindra XUV500,6
3359,110000,42000,Petrol,Dealer,Manual,First Owner,Tata Indigo,15
3360,890000,8000,Petrol,Dealer,Manual,First Owner,Honda City,5
3361,73000,80000,Petrol,Individual,Manual,Second Owner,Maruti Swift,16
3363,750000,6000,Petrol,Dealer,Manual,First Owner,Maruti Ciaz,7
3365,690000,11174,Petrol,Dealer,Manual,First Owner,Maruti Baleno,5
3366,130000,120000,Petrol,Individual,Manual,First Owner,Tata Indigo,15
3368,85000,85000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,16
3370,325000,105000,Diesel,Individual,Manual,First Owner,Nissan Sunny,10
3372,860000,30000,Diesel,Dealer,Manual,Second Owner,Hyundai Verna,5
3373,690000,41000,Diesel,Individual,Manual,First Owner,others,6
3374,650000,54000,Diesel,Dealer,Manual,First Owner,others,10
3375,375000,40000,Diesel,Individual,Manual,First Owner,Chevrolet Sail,9
3376,525000,71000,Diesel,Dealer,Manual,First Owner,Hyundai Verna,10
3377,330000,72500,Petrol,Dealer,Manual,First Owner,Maruti Eeco,7
3378,280000,76600,Petrol,Dealer,Manual,First Owner,Maruti Eeco,10
3379,470000,40000,Petrol,Individual,Manual,First Owner,Maruti Swift,9
3380,350000,110000,Diesel,Individual,Manual,First Owner,Volkswagen Polo,12
3381,480000,63000,Petrol,Dealer,Manual,First Owner,Honda City,11
3382,620000,60000,Diesel,Individual,Manual,First Owner,Hyundai Verna,7
3383,250000,58000,Petrol,Individual,Manual,First Owner,Datsun GO,9
3384,78692,80000,Petrol,Individual,Manual,Second Owner,Chevrolet Spark,13
3385,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai i20,11
3386,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,10
3387,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai i20,12
3388,640000,36000,Diesel,Individual,Manual,Second Owner,Honda Mobilio,7
3389,220000,90000,Diesel,Individual,Manual,Second Owner,Tata New,15
3390,465000,130000,Diesel,Individual,Manual,First Owner,Volkswagen Vento,8
3391,229999,120000,Diesel,Individual,Manual,Second Owner,Maruti Swift,13
3392,425000,15000,Petrol,Individual,Manual,First Owner,Maruti Wagon,5
3393,95000,120000,Petrol,Individual,Manual,Third Owner,Tata Indica,15
3395,229999,37500,Petrol,Individual,Manual,Second Owner,Datsun RediGO,7
3397,479000,145000,Petrol,Individual,Manual,Third Owner,others,16
3399,340000,30000,Petrol,Individual,Manual,First Owner,Hyundai EON,7
3400,620000,35000,Petrol,Individual,Manual,First Owner,Maruti Swift,7
3401,270000,60000,Diesel,Individual,Manual,First Owner,Tata Manza,11
3402,400000,35000,Diesel,Individual,Manual,First Owner,Tata Tiago,5
3403,260000,40000,Petrol,Individual,Manual,First Owner,Maruti Wagon,8
3404,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai Santro,20
3405,100000,23800,Petrol,Individual,Manual,Second Owner,Tata Nano,8
3406,490000,70000,Diesel,Individual,Manual,First Owner,Nissan Terrano,8
3407,120000,90000,LPG,Individual,Manual,Second Owner,Maruti Wagon,13
3408,125000,102000,Petrol,Individual,Manual,Second Owner,Hyundai i10,15
3410,190000,5000,Petrol,Individual,Manual,First Owner,Maruti Alto,4
3415,500000,20000,Petrol,Individual,Manual,First Owner,Fiat Linea,12
3417,320000,90000,Petrol,Individual,Manual,First Owner,Honda Civic,15
3418,250000,47000,Petrol,Dealer,Automatic,First Owner,Honda Civic,16
3419,105000,90000,Diesel,Individual,Manual,Third Owner,Ford Figo,13
3420,550000,20000,Petrol,Individual,Manual,First Owner,Hyundai i20,5
3421,600000,1100,Petrol,Individual,Automatic,First Owner,Hyundai Grand,4
3422,210000,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,3
3423,210000,15000,Petrol,Individual,Manual,First Owner,Maruti Alto,11
3424,150000,40000,Petrol,Individual,Manual,First Owner,Maruti Alto,14
3425,125000,60000,Petrol,Individual,Manual,First Owner,Hyundai i10,15
3426,380000,20000,Petrol,Individual,Manual,First Owner,Maruti Celerio,7
3427,600000,5000,Petrol,Individual,Manual,First Owner,Maruti Baleno,4
3428,490000,27000,Petrol,Individual,Manual,First Owner,Maruti Swift,7
3429,545000,38000,Diesel,Individual,Manual,Second Owner,Maruti Swift,5
3430,250000,25000,Petrol,Individual,Manual,First Owner,Maruti Wagon,8
3431,1050000,1100,Petrol,Individual,Manual,First Owner,others,3
3432,100000,100000,Petrol,Individual,Manual,First Owner,Maruti Wagon,16
3433,250000,100000,Diesel,Individual,Manual,Second Owner,Ford Figo,9
3434,100000,110000,Petrol,Individual,Manual,First Owner,Maruti Wagon,16
3435,350000,60000,Diesel,Individual,Manual,Second Owner,Ford Figo,7
3436,370000,70000,Diesel,Individual,Manual,Second Owner,Renault Duster,11
3437,121000,110000,Petrol,Individual,Manual,Second Owner,Maruti Zen,19
3438,570000,44077,Petrol,Dealer,Automatic,First Owner,Ford Figo,6
3439,785000,24000,Diesel,Individual,Manual,First Owner,Maruti Ertiga,6
3440,850000,30000,Diesel,Individual,Manual,First Owner,Maruti Ciaz,5
3441,375000,30000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,7
3442,619000,40000,Petrol,Individual,Manual,First Owner,Maruti Baleno,6
3443,335000,90000,Diesel,Individual,Manual,Second Owner,Chevrolet Cruze,12
3444,500000,50000,Diesel,Individual,Manual,First Owner,Toyota Innova,17
3445,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,20
3449,270000,70000,Diesel,Individual,Manual,Second Owner,Tata Indigo,10
3450,225000,100000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,13
3451,150000,160000,Petrol,Individual,Manual,Second Owner,Maruti SX4,12
3452,173000,70000,Diesel,Individual,Manual,First Owner,Chevrolet Beat,10
3454,710000,110000,Diesel,Individual,Automatic,First Owner,Volkswagen Vento,6
3456,550000,20000,Petrol,Individual,Manual,First Owner,Maruti Baleno,6
3457,58000,70000,Petrol,Individual,Manual,Second Owner,Maruti 800,15
3458,1200000,60000,Petrol,Individual,Automatic,Third Owner,others,11
3459,500000,150000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,10
3460,120000,83000,Petrol,Individual,Manual,Second Owner,Maruti Swift,14
3462,300000,30000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
3463,295000,21000,Petrol,Individual,Manual,First Owner,Datsun GO,8
3464,587000,80000,CNG,Individual,Manual,First Owner,Maruti Ertiga,5
3465,430000,50000,Petrol,Individual,Manual,Second Owner,others,11
3466,123000,50000,Petrol,Individual,Manual,Second Owner,Hyundai Verna,16
3467,450000,48500,Diesel,Individual,Automatic,Second Owner,Skoda Laura,11
3468,130000,60000,Petrol,Individual,Manual,Third Owner,Maruti Wagon,16
3469,110000,90000,Diesel,Individual,Manual,Second Owner,Tata Indica,13
3471,320000,70000,Petrol,Individual,Manual,Second Owner,Hyundai Grand,8
3472,300000,50000,Petrol,Individual,Manual,First Owner,Maruti Wagon,9
3473,350000,110000,Petrol,Individual,Manual,First Owner,others,7
3474,800000,50000,Petrol,Individual,Manual,First Owner,Maruti Ertiga,5
3476,540000,60000,Petrol,Individual,Manual,First Owner,Hyundai i20,6
3477,160000,60000,CNG,Individual,Manual,Second Owner,Maruti Wagon,12
3478,340000,100000,Diesel,Individual,Manual,Second Owner,Maruti SX4,10
3479,350000,40000,Petrol,Individual,Manual,Second Owner,Maruti Eeco,6
3480,300000,100000,Diesel,Individual,Manual,First Owner,Volkswagen Vento,12
3481,330000,63000,Diesel,Individual,Manual,First Owner,Maruti Ritz,10
3482,325000,80000,CNG,Individual,Manual,Second Owner,Maruti Wagon,7
3483,250000,55000,Diesel,Individual,Manual,First Owner,Maruti Swift,10
3484,250000,55000,Diesel,Individual,Manual,First Owner,Maruti Swift,10
3485,240000,60000,Petrol,Individual,Manual,First Owner,Chevrolet Beat,8
3486,545000,5000,Petrol,Individual,Manual,First Owner,Hyundai Grand,3
3487,300000,48000,Petrol,Dealer,Manual,First Owner,Hyundai i10,8
3489,240000,50000,Petrol,Individual,Manual,First Owner,Renault KWID,6
3490,360000,15000,Petrol,Individual,Manual,First Owner,Renault KWID,5
3491,250000,70000,Diesel,Individual,Manual,First Owner,Hyundai i20,11
3492,475000,105000,Diesel,Dealer,Automatic,First Owner,Skoda Laura,4
3493,600000,50000,Diesel,Individual,Manual,Second Owner,Hyundai i20,7
3494,150000,80000,Diesel,Individual,Manual,Second Owner,Tata Indigo,13
3495,700000,50000,Diesel,Individual,Manual,First Owner,Ford EcoSport,6
3499,500000,10000,Petrol,Individual,Automatic,First Owner,Maruti Celerio,5
3500,193000,45000,Petrol,Individual,Manual,Second Owner,Hyundai Santro,11
3501,800000,10000,Petrol,Individual,Manual,First Owner,Honda City,8
3502,150000,50000,Petrol,Individual,Manual,First Owner,Maruti Wagon,15
3503,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti 800,21
3504,130000,100000,Diesel,Individual,Manual,Third Owner,Ford Figo,13
3505,280000,80000,Diesel,Individual,Manual,Second Owner,Ford Figo,11
3506,229999,110000,Diesel,Individual,Manual,Second Owner,Mahindra Xylo,12
3507,80000,120000,Petrol,Individual,Manual,First Owner,Maruti Zen,15
3508,70000,10000,Petrol,Individual,Manual,First Owner,Tata Nano,13
3509,240000,60000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,10
3510,380000,72000,Diesel,Individual,Manual,Second Owner,Mahindra Xylo,13
3512,80000,110000,Petrol,Individual,Manual,First Owner,Hyundai Santro,17
3513,265000,50000,Petrol,Individual,Manual,First Owner,Hyundai i10,10
3514,320000,25000,Petrol,Individual,Manual,First Owner,Hyundai EON,5
3515,500000,120000,Diesel,Individual,Manual,Third Owner,Nissan Terrano,9
3519,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,9
3520,420000,80000,Petrol,Individual,Manual,First Owner,Tata Tiago,5
3521,140000,120000,Petrol,Individual,Manual,First Owner,Maruti Zen,14
3522,300000,100000,Diesel,Individual,Manual,Second Owner,Skoda Laura,13
3523,100000,60000,Petrol,Dealer,Manual,Second Owner,Hyundai Santro,17
3524,350000,25000,Petrol,Dealer,Manual,First Owner,Maruti Alto,6
3525,850000,19000,Petrol,Dealer,Manual,First Owner,Ford EcoSport,5
3526,140000,54000,Petrol,Dealer,Manual,First Owner,Maruti Alto,15
3527,550000,17100,Petrol,Dealer,Manual,Second Owner,others,8
3528,525000,19000,Petrol,Dealer,Automatic,First Owner,Hyundai Grand,6
3529,470000,146000,Diesel,Dealer,Manual,First Owner,Ford Ecosport,8
3530,900000,98000,Diesel,Dealer,Automatic,First Owner,Ford Endeavour,10
3535,800000,50000,Diesel,Individual,Manual,First Owner,Renault Duster,6
3536,250000,15000,Petrol,Individual,Manual,First Owner,Datsun RediGO,6
3537,700000,25000,Petrol,Individual,Automatic,First Owner,others,5
3538,800000,25000,Diesel,Individual,Manual,First Owner,others,4
3539,660000,69000,Diesel,Individual,Manual,First Owner,Mahindra XUV500,10
3540,465000,60000,Diesel,Individual,Manual,Third Owner,Maruti Swift,8
3542,600000,66000,Diesel,Individual,Manual,Third Owner,Maruti Swift,6
3543,150000,110000,Petrol,Individual,Manual,First Owner,Ford Fiesta,13
3544,450000,78000,Diesel,Individual,Manual,Second Owner,Hyundai Verna,9
3545,721000,10000,Petrol,Individual,Manual,First Owner,Hyundai Elite,4
3546,300000,35000,Petrol,Individual,Manual,First Owner,Maruti Swift,5
3547,1000000,10000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,4
3548,300000,40000,Petrol,Individual,Manual,First Owner,Renault KWID,7
3549,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,10
3551,545000,40000,Diesel,Individual,Manual,First Owner,Ford Figo,6
3552,844999,20000,Diesel,Individual,Manual,First Owner,Honda Amaze,5
3553,700000,93000,Diesel,Individual,Manual,First Owner,Skoda Rapid,7
3554,650000,159000,Diesel,Individual,Manual,First Owner,Toyota Etios,7
3555,525000,75000,Diesel,Individual,Manual,Second Owner,Ford Ecosport,9
3556,110000,101100,Diesel,Individual,Manual,Third Owner,Ford Fiesta,17
3557,180000,66000,Diesel,Individual,Manual,First Owner,Tata Indica,12
3558,280000,30000,Petrol,Individual,Manual,Second Owner,Hyundai i10,11
3559,400000,10000,Petrol,Individual,Manual,First Owner,Renault KWID,4
3560,625000,126000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,11
3561,535000,70000,Diesel,Individual,Manual,First Owner,Volkswagen Vento,8
3562,459999,50000,Diesel,Individual,Manual,First Owner,Maruti Swift,6
3563,300000,100000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,13
3564,280000,60000,Petrol,Individual,Automatic,First Owner,Honda Civic,16
3565,500000,70000,Petrol,Individual,Manual,First Owner,Honda Mobilio,9
3566,1200000,1200,Petrol,Individual,Manual,First Owner,Hyundai Creta,4
3569,180000,134444,Petrol,Individual,Automatic,Second Owner,Hyundai i10,12
3570,78000,120000,Petrol,Individual,Manual,Second Owner,Maruti Alto,14
3571,160000,120000,Diesel,Individual,Manual,First Owner,Nissan Micra,12
3573,110000,100000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,15
3574,450000,110000,Diesel,Individual,Manual,Second Owner,Mahindra Bolero,12
3576,120000,165000,Petrol,Individual,Manual,Second Owner,Honda City,20
3577,1040000,42000,Diesel,Individual,Manual,First Owner,others,5
3578,390000,70000,Diesel,Individual,Manual,Second Owner,Hyundai Grand,9
3579,65000,60000,Petrol,Individual,Manual,Second Owner,Tata Nano,12
3580,320000,115000,Diesel,Individual,Manual,Third Owner,Volkswagen Polo,10
3581,720000,70000,Diesel,Individual,Manual,First Owner,others,6
3582,220000,80000,Petrol,Individual,Manual,Second Owner,Maruti Swift,16
3583,225000,65000,Petrol,Dealer,Manual,First Owner,Maruti Wagon,12
3584,200000,150000,Diesel,Individual,Manual,Second Owner,Tata Manza,13
3585,434999,75000,Diesel,Dealer,Manual,Second Owner,Toyota Etios,8
3586,300000,63700,Diesel,Individual,Manual,First Owner,Ford Figo,11
3587,700000,74800,Diesel,Individual,Manual,First Owner,Honda Amaze,5
3588,500000,105000,Diesel,Individual,Manual,Second Owner,Ford Endeavour,14
3589,500000,40000,Diesel,Individual,Manual,First Owner,Renault Duster,7
3590,400000,90000,Diesel,Individual,Manual,Second Owner,Maruti Ritz,7
3591,825000,75000,Diesel,Dealer,Manual,Second Owner,Toyota Corolla,8
3592,720000,15000,Diesel,Individual,Manual,First Owner,Maruti Swift,5
3593,110000,30000,Petrol,Individual,Manual,Second Owner,Maruti 800,14
3594,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra Scorpio,9
3595,275000,155000,Diesel,Individual,Automatic,Third Owner,Mahindra Scorpio,14
3597,740000,60000,Diesel,Individual,Manual,First Owner,Hyundai i20,6
3598,800000,90000,Diesel,Individual,Manual,First Owner,Maruti Baleno,6
3599,1100000,100000,Diesel,Individual,Manual,First Owner,Hyundai Verna,4
3600,750000,100000,Diesel,Individual,Automatic,Second Owner,others,11
3601,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti Alto,11
3602,210000,75000,Diesel,Individual,Manual,First Owner,others,14
3603,270000,120000,Diesel,Individual,Manual,Second Owner,Maruti Swift,14
3604,630000,90000,Diesel,Individual,Manual,Second Owner,Toyota Etios,7
3605,375000,55000,Petrol,Individual,Manual,First Owner,Hyundai Xcent,8
3606,300000,70000,Diesel,Individual,Manual,First Owner,Mahindra Xylo,13
3607,580000,95000,Diesel,Individual,Manual,Second Owner,Mahindra Bolero,7
3608,550000,50000,Diesel,Individual,Manual,First Owner,Hyundai Verna,9
3609,750000,50000,Diesel,Individual,Manual,First Owner,Maruti Ciaz,7
3610,250000,60516,Petrol,Individual,Manual,First Owner,Maruti Omni,9
3612,900000,76731,Diesel,Dealer,Automatic,First Owner,others,16
3613,685000,64000,Diesel,Dealer,Manual,First Owner,Maruti Swift,7
3614,540000,65000,Diesel,Dealer,Manual,First Owner,Maruti Swift,9
3615,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,Honda City,5
3616,610000,77000,Diesel,Dealer,Manual,First Owner,Ford Ecosport,9
3617,254999,24000,Petrol,Dealer,Manual,First Owner,Hyundai EON,12
3618,280000,63840,Petrol,Dealer,Manual,First Owner,Nissan Micra,9
3619,370000,25000,Petrol,Individual,Manual,First Owner,Tata Tiago,6
3620,459999,76400,Diesel,Individual,Manual,Second Owner,Tata New,12
3623,190000,80000,Diesel,Individual,Manual,Third Owner,Fiat Linea,12
3624,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,others,13
3625,710000,40000,Diesel,Individual,Manual,First Owner,Ford EcoSport,6
3626,1200000,15000,Petrol,Individual,Manual,First Owner,Hyundai Creta,5
3627,229999,70000,Petrol,Individual,Manual,First Owner,Maruti Zen,12
3628,310000,15000,Petrol,Individual,Manual,First Owner,Renault KWID,5
3629,320000,40000,Petrol,Individual,Manual,First Owner,Maruti Wagon,8
3630,100000,54000,Petrol,Individual,Manual,First Owner,Maruti 800,17
3631,160000,90000,Diesel,Individual,Manual,First Owner,Hyundai Verna,14
3632,60000,52000,Petrol,Individual,Manual,First Owner,Maruti 800,16
3634,350000,35000,Diesel,Individual,Manual,Second Owner,Chevrolet Beat,7
3635,700000,60000,Diesel,Individual,Manual,First Owner,Renault Duster,6
3636,300000,31489,Petrol,Individual,Manual,First Owner,Maruti Alto,6
3637,830000,40000,Diesel,Individual,Manual,First Owner,Hyundai i20,5
3647,229999,70000,Petrol,Individual,Manual,First Owner,Hyundai Verna,13
3648,400000,100000,Diesel,Individual,Manual,First Owner,Hyundai i20,10
3649,300000,70000,Petrol,Individual,Manual,Second Owner,others,18
3650,300000,50000,Diesel,Individual,Manual,First Owner,Ford Figo,10
3652,80000,50000,Petrol,Individual,Manual,Second Owner,Maruti 800,15
3653,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti Esteem,16
3654,300000,110000,Diesel,Individual,Manual,First Owner,Tata Indica,11
3655,700000,26000,Petrol,Individual,Automatic,First Owner,Maruti Baleno,5
3656,975000,65000,Diesel,Individual,Manual,First Owner,Maruti Vitara,7
3657,500000,130000,Diesel,Individual,Manual,First Owner,others,14
3658,550000,75000,Diesel,Individual,Manual,Second Owner,Renault Duster,10
3659,550000,110000,Diesel,Individual,Manual,Second Owner,Nissan Terrano,9
3660,240000,50000,Petrol,Individual,Manual,First Owner,Maruti Alto,9
3662,120000,80000,Petrol,Individual,Manual,Second Owner,Tata Indica,14
3663,900000,60000,Petrol,Individual,Manual,Second Owner,Maruti Alto,10
3664,250000,90000,Petrol,Individual,Manual,Second Owner,Honda City,14
3665,280000,36000,Petrol,Individual,Manual,First Owner,Renault KWID,6
3666,85000,87000,Diesel,Individual,Manual,First Owner,Tata Indica,13
3667,90000,80000,Diesel,Individual,Manual,First Owner,Tata Indica,12
3668,500000,50000,Diesel,Individual,Manual,First Owner,others,8
3669,200000,60000,Petrol,Individual,Manual,First Owner,Maruti 800,10
3670,250000,50000,Petrol,Individual,Manual,First Owner,Renault KWID,8
3671,185000,40000,Diesel,Individual,Manual,Third Owner,Maruti Swift,9
3672,100000,60000,Petrol,Individual,Manual,Second Owner,Hyundai i10,15
3673,610000,55000,Diesel,Individual,Manual,First Owner,Toyota Etios,8
3674,290000,80000,Diesel,Individual,Manual,First Owner,Mahindra Quanto,11
3676,225000,80000,Petrol,Individual,Manual,First Owner,Hyundai EON,8
3677,320000,50000,Petrol,Individual,Manual,Second Owner,Maruti Alto,6
3678,135000,158000,Diesel,Individual,Manual,Third Owner,Tata Indigo,11
3687,600000,19495,Petrol,Dealer,Manual,First Owner,Nissan Sunny,7
3688,570000,62668,Diesel,Dealer,Manual,First Owner,Renault Duster,10
3689,850000,85710,Diesel,Dealer,Manual,First Owner,Mahindra XUV500,10
3690,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford Figo,12
3691,580000,63356,Diesel,Dealer,Manual,Second Owner,Ford Ecosport,9
3693,180000,15000,Petrol,Individual,Manual,First Owner,Chevrolet Spark,13
3694,300000,50000,Petrol,Individual,Manual,First Owner,Tata Tiago,6
3695,269000,70000,Petrol,Individual,Manual,Second Owner,Toyota Etios,11
3696,231999,20000,Petrol,Individual,Manual,First Owner,Maruti Alto,5
3697,150000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet Beat,12
3698,495000,5000,Petrol,Individual,Manual,First Owner,Hyundai Grand,6
3699,700000,15000,Petrol,Individual,Manual,First Owner,Maruti Ciaz,9
3700,400000,4400,Petrol,Individual,Manual,Second Owner,Datsun GO,5
3701,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra Xylo,4
3702,421000,45000,Diesel,Individual,Manual,First Owner,Renault Duster,10
3703,841000,1000,Diesel,Individual,Manual,First Owner,Ford EcoSport,5
3704,295000,38500,Petrol,Individual,Manual,First Owner,Hyundai i10,9
3705,220000,25000,Petrol,Individual,Manual,First Owner,Hyundai i10,12
3706,250000,35000,Diesel,Individual,Manual,First Owner,others,10
3707,1100000,110000,Diesel,Individual,Manual,Second Owner,Toyota Fortuner,14
3708,300000,40000,Petrol,Individual,Manual,First Owner,Hyundai Verna,11
3709,80000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet Aveo,16
3710,215000,20000,Diesel,Individual,Manual,Third Owner,Chevrolet Beat,10
3711,245000,14987,Petrol,Dealer,Manual,First Owner,Hyundai EON,11
3712,650000,25061,Diesel,Dealer,Manual,First Owner,Ford EcoSport,7
3713,760000,42494,Diesel,Dealer,Manual,First Owner,Ford Ecosport,6
3714,395000,44875,Diesel,Dealer,Manual,First Owner,Honda Amaze,9
3715,280000,89741,Diesel,Dealer,Manual,Second Owner,Ford Figo,9
3716,495000,65000,Diesel,Dealer,Manual,First Owner,Honda Jazz,7
3717,525000,35000,Diesel,Dealer,Manual,First Owner,Honda Jazz,7
3719,210000,34500,Diesel,Individual,Manual,First Owner,Tata New,13
3720,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai i20,5
3722,525000,16000,Diesel,Individual,Manual,First Owner,others,4
3723,195000,80000,CNG,Individual,Manual,Second Owner,Maruti Wagon,13
3724,650000,60000,Diesel,Individual,Manual,First Owner,Maruti Ertiga,7
3725,540000,110000,Diesel,Individual,Manual,First Owner,Mahindra TUV,8
3726,180000,61000,Petrol,Individual,Manual,First Owner,Maruti Alto,9
3728,980000,50000,Diesel,Individual,Manual,First Owner,Maruti Ertiga,5
3729,250000,90000,Diesel,Individual,Manual,First Owner,others,9
3730,550000,35000,Petrol,Individual,Automatic,First Owner,Hyundai Grand,5
3731,509999,43000,Petrol,Individual,Manual,Second Owner,Volkswagen Vento,8
3732,320000,50000,Petrol,Individual,Manual,First Owner,Maruti Alto,6
3733,275000,25000,Petrol,Individual,Manual,First Owner,Hyundai EON,7
3735,145000,50000,Petrol,Individual,Manual,Second Owner,Maruti Wagon,14
3736,250000,80000,Diesel,Individual,Manual,First Owner,others,10
3737,520000,35000,Diesel,Individual,Manual,First Owner,Hyundai Verna,11
3738,95000,85000,Petrol,Individual,Manual,Second Owner,Maruti Alto,16
3739,725000,110000,Diesel,Individual,Manual,Third Owner,Toyota Innova,12
3740,55000,70000,Petrol,Individual,Manual,Second Owner,Maruti 800,17
3741,600000,100000,Diesel,Individual,Manual,First Owner,Honda City,9
3742,330000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen Vento,10
3743,470000,89000,Diesel,Individual,Manual,First Owner,Maruti Swift,8
3744,365000,120000,Diesel,Individual,Manual,First Owner,Maruti Swift,10
3745,250000,40000,Petrol,Individual,Manual,Second Owner,Hyundai EON,10
3746,430000,17000,Petrol,Individual,Manual,First Owner,Maruti Wagon,6
3747,400000,125000,Diesel,Individual,Manual,Second Owner,Maruti Swift,10
3748,615000,110000,Petrol,Individual,Manual,Second Owner,Maruti Swift,8
3749,150000,120000,Diesel,Individual,Manual,Second Owner,Ford Figo,12
3750,240000,90000,Diesel,Individual,Manual,First Owner,Ford Figo,9
3751,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,9
3752,240000,110000,LPG,Individual,Manual,First Owner,Hyundai EON,8
3753,600000,87000,Diesel,Individual,Manual,Second Owner,Ford Ecosport,9
3754,800000,15000,Diesel,Individual,Manual,First Owner,Mahindra Scorpio,9
3756,350000,38000,Petrol,Individual,Manual,First Owner,Ford Fiesta,11
3757,300000,64000,Petrol,Individual,Manual,Second Owner,Honda City,12
3758,399000,55250,Diesel,Individual,Manual,First Owner,Tata Sumo,8
3759,300000,110000,Diesel,Individual,Manual,First Owner,Mahindra Bolero,12
3760,150000,70000,Petrol,Individual,Automatic,First Owner,Maruti A-Star,11
3761,320000,60000,Diesel,Individual,Manual,Third Owner,Chevrolet Cruze,13
3763,300000,13000,Petrol,Individual,Manual,Second Owner,Renault KWID,6
3764,1000000,60000,Diesel,Individual,Manual,First Owner,Nissan Terrano,7
3765,1090000,120000,Diesel,Individual,Manual,Second Owner,others,11
3766,450000,97000,Diesel,Individual,Manual,Second Owner,Tata New,11
3767,60000,130000,Petrol,Individual,Manual,Second Owner,Tata Indica,16
3768,500000,50000,Petrol,Individual,Manual,First Owner,Maruti Swift,10
3769,200000,120000,Diesel,Individual,Manual,Second Owner,Tata Indigo,11
3771,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti Alto,17
3773,185000,67000,CNG,Dealer,Manual,Second Owner,Hyundai Accent,11
3774,155000,60000,Petrol,Individual,Manual,First Owner,Maruti Alto,8
3775,600000,5000,Petrol,Individual,Manual,First Owner,Maruti Swift,4
3776,300000,20000,Petrol,Individual,Manual,First Owner,Renault KWID,7
3777,850000,12500,Petrol,Individual,Manual,First Owner,Hyundai Creta,5
3778,470000,4000,CNG,Individual,Manual,First Owner,Maruti Eeco,4
3779,600000,25000,Petrol,Individual,Manual,First Owner,Ford Figo,4
3780,700000,70000,Diesel,Individual,Manual,Second Owner,Toyota Innova,10
3781,70000,162000,LPG,Individual,Manual,First Owner,Maruti Wagon,16
3783,650000,70000,Petrol,Individual,Automatic,Third Owner,others,15
3784,450000,70000,Diesel,Individual,Manual,Second Owner,Hyundai Xcent,5
3785,750000,100000,Diesel,Individual,Manual,Second Owner,Mahindra XUV500,9
3786,775000,70000,Diesel,Individual,Manual,Second Owner,Toyota Innova,10
3788,360000,80000,Petrol,Individual,Manual,Second Owner,Honda Amaze,8
3789,250000,120000,Diesel,Individual,Manual,First Owner,Toyota Corolla,13
3791,600000,80000,Diesel,Individual,Manual,First Owner,Nissan Terrano,10
3792,120000,90000,Petrol,Individual,Manual,First Owner,Maruti Alto,13
3793,320000,140000,Diesel,Individual,Manual,Second Owner,Tata New,11
3794,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra Thar,12
